date,header,name,odds_order,odds_name,odds,odds_enabled
2024-05-31T23:36:57.599366,Celkovo - Víťaz,KDH,150.0,áno,150.0,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,KDH,150.0,nie,1.0,False
2024-05-31T23:36:57.599366,Celkovo - Víťaz,SaS,175.0,áno,175.0,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,SaS,175.0,nie,1.0,False
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Republika,90.0,áno,90.0,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Republika,90.0,nie,1.0,False
2024-05-31T23:36:57.599366,Celkovo - Víťaz,SNS,500.0,áno,500.0,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,SNS,500.0,nie,1.0,False
2024-05-31T23:36:57.599366,Celkovo - Víťaz,"Slovensko, Za ľudí",350.0,áno,350.0,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,"Slovensko, Za ľudí",350.0,nie,1.0,False
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Maďarská aliancia,500.0,áno,500.0,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Maďarská aliancia,500.0,nie,1.0,False
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Demokrati,500.0,áno,500.0,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Demokrati,500.0,nie,1.0,False
2024-05-31T23:36:57.599366,Celkovo - Víťaz,ĽSNS,850.0,áno,850.0,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,ĽSNS,850.0,nie,1.0,False
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Progresívne Slovensko,1.82,áno,1.82,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Progresívne Slovensko,1.82,nie,1.82,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Smer - SD,1.83,áno,1.83,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Smer - SD,1.83,nie,1.81,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Hlas - SD,65.0,áno,65.0,True
2024-05-31T23:36:57.599366,Celkovo - Víťaz,Hlas - SD,65.0,nie,1.0,False
2024-05-31T23:36:57.599366,Účasť voličov v percentách,,2.55,menej ako 30.00,2.55,True
2024-05-31T23:36:57.599366,Účasť voličov v percentách,,2.55,viac ako 30.00,1.45,True
2024-05-31T23:36:57.599366,Získa viac percent,KDH - SaS,1.55,KDH,1.55,True
2024-05-31T23:36:57.599366,Získa viac percent,KDH - SaS,1.55,SaS,2.25,True
2024-05-31T23:36:57.599366,Získa viac percent,KDH - SNS,1.17,KDH,1.17,True
2024-05-31T23:36:57.599366,Získa viac percent,KDH - SNS,1.17,SNS,3.9,True
2024-05-31T23:36:57.599366,Získa viac percent,"KDH - Slovensko, Za ľudí",1.2,KDH,1.2,True
2024-05-31T23:36:57.599366,Získa viac percent,"KDH - Slovensko, Za ľudí",1.2,"Slovensko, Za ľudí",3.86,True
2024-05-31T23:36:57.599366,Získa viac percent,KDH - Demokrati,1.15,KDH,1.15,True
2024-05-31T23:36:57.599366,Získa viac percent,KDH - Demokrati,1.15,Demokrati,4.51,True
2024-05-31T23:36:57.599366,Získa viac percent,SaS - SNS,1.22,SaS,1.22,True
2024-05-31T23:36:57.599366,Získa viac percent,SaS - SNS,1.22,SNS,3.43,True
2024-05-31T23:36:57.599366,Získa viac percent,"SaS - Slovensko, Za ľudí",1.37,SaS,1.37,True
2024-05-31T23:36:57.599366,Získa viac percent,"SaS - Slovensko, Za ľudí",1.37,"Slovensko, Za ľudí",2.62,True
2024-05-31T23:36:57.599366,Získa viac percent,SaS - Demokrati,1.3,SaS,1.3,True
2024-05-31T23:36:57.599366,Získa viac percent,SaS - Demokrati,1.3,Demokrati,3.09,True
2024-05-31T23:36:57.599366,Získa viac percent,Republika - KDH,1.68,Republika,1.68,True
2024-05-31T23:36:57.599366,Získa viac percent,Republika - KDH,1.68,KDH,2.02,True
2024-05-31T23:36:57.599366,Získa viac percent,Republika - SaS,1.42,Republika,1.42,True
2024-05-31T23:36:57.599366,Získa viac percent,Republika - SaS,1.42,SaS,2.6,True
2024-05-31T23:36:57.599366,Získa viac percent,SNS - Maďarská aliancia,1.87,SNS,1.87,True
2024-05-31T23:36:57.599366,Získa viac percent,SNS - Maďarská aliancia,1.87,Maďarská aliancia,1.8,True
2024-05-31T23:36:57.599366,Získa viac percent,"Slovensko, Za ľudí - SNS",1.68,"Slovensko, Za ľudí",1.68,True
2024-05-31T23:36:57.599366,Získa viac percent,"Slovensko, Za ľudí - SNS",1.68,SNS,2.02,True
2024-05-31T23:36:57.599366,Získa viac percent,"Slovensko, Za ľudí - Maďarská aliancia",1.67,"Slovensko, Za ľudí",1.67,True
2024-05-31T23:36:57.599366,Získa viac percent,"Slovensko, Za ľudí - Maďarská aliancia",1.67,Maďarská aliancia,2.04,True
2024-05-31T23:36:57.599366,Získa viac percent,"Slovensko, Za ľudí - Demokrati",1.7,"Slovensko, Za ľudí",1.7,True
2024-05-31T23:36:57.599366,Získa viac percent,"Slovensko, Za ľudí - Demokrati",1.7,Demokrati,1.99,True
2024-05-31T23:36:57.599366,Získa viac percent,Demokrati - SNS,1.8,Demokrati,1.8,True
2024-05-31T23:36:57.599366,Získa viac percent,Demokrati - SNS,1.8,SNS,1.87,True
2024-05-31T23:36:57.599366,Získa viac percent,Demokrati - Maďarská aliancia,1.93,Demokrati,1.93,True
2024-05-31T23:36:57.599366,Získa viac percent,Demokrati - Maďarská aliancia,1.93,Maďarská aliancia,1.75,True
2024-05-31T23:36:57.599366,Získa viac percent,Hlas - SD - KDH,1.35,Hlas - SD,1.35,True
2024-05-31T23:36:57.599366,Získa viac percent,Hlas - SD - KDH,1.35,KDH,2.88,True
2024-05-31T23:36:57.599366,Získa viac percent,Hlas - SD - SaS,1.15,Hlas - SD,1.15,True
2024-05-31T23:36:57.599366,Získa viac percent,Hlas - SD - SaS,1.15,SaS,4.51,True
2024-05-31T23:36:57.599366,Získa viac percent,Hlas - SD - Republika,1.45,Hlas - SD,1.45,True
2024-05-31T23:36:57.599366,Získa viac percent,Hlas - SD - Republika,1.45,Republika,2.37,True
2024-05-31T23:36:57.599366,Účasť voličov v percentách,,1.85,menej ako 32.00,1.85,True
2024-05-31T23:36:57.599366,Účasť voličov v percentách,,1.85,viac ako 32.00,1.85,True
2024-05-31T23:36:57.599366,Účasť voličov v percentách,,1.5,menej ako 34.00,1.5,True
2024-05-31T23:36:57.599366,Účasť voličov v percentách,,1.5,viac ako 34.00,2.4,True
2024-05-31T23:36:57.599366,Počet percent,KDH,4.22,menej ako 5.00,4.22,True
2024-05-31T23:36:57.599366,Počet percent,KDH,4.22,viac ako 5.00,1.17,True
2024-05-31T23:36:57.599366,Počet percent,SaS,2.88,menej ako 5.00,2.88,True
2024-05-31T23:36:57.599366,Počet percent,SaS,2.88,viac ako 5.00,1.35,True
2024-05-31T23:36:57.599366,Počet percent,Republika,5.27,menej ako 5.00,5.27,True
2024-05-31T23:36:57.599366,Počet percent,Republika,5.27,viac ako 5.00,1.11,True
2024-05-31T23:36:57.599366,Počet percent,SNS,1.22,menej ako 5.00,1.22,True
2024-05-31T23:36:57.599366,Počet percent,SNS,1.22,viac ako 5.00,3.67,True
2024-05-31T23:36:57.599366,Počet percent,"Slovensko, Za ľudí",1.42,menej ako 5.00,1.42,True
2024-05-31T23:36:57.599366,Počet percent,"Slovensko, Za ľudí",1.42,viac ako 5.00,2.6,True
2024-05-31T23:36:57.599366,Počet percent,Maďarská aliancia,1.45,menej ako 5.00,1.45,True
2024-05-31T23:36:57.599366,Počet percent,Maďarská aliancia,1.45,viac ako 5.00,2.51,True
2024-05-31T23:36:57.599366,Počet percent,Demokrati,1.45,menej ako 5.00,1.45,True
2024-05-31T23:36:57.599366,Počet percent,Demokrati,1.45,viac ako 5.00,2.51,True
2024-05-31T23:36:57.599366,Počet percent,ĽSNS,1.01,menej ako 5.00,1.01,True
2024-05-31T23:36:57.599366,Počet percent,ĽSNS,1.01,viac ako 5.00,11.0,True
